Total duration (ms),Start date,Start station,End date,End station,Bike number,Subscription Type
185085,01/01/2015 13:05,20th St & Florida Ave NW,01/01/2015 13:08,Massachusetts Ave & Dupont Circle NW,W00680,Registered
944479,01/01/2015 13:05,River Rd & Landy Ln,01/01/2015 13:21,Bethesda Ave & Arlington Rd,W20390,Casual
927493,01/01/2015 13:06,8th & F St NE,01/01/2015 13:21,Metro Center / 12th & G St NW,W21852,Registered
430376,01/01/2015 13:07,15th St & Massachusetts Ave SE,01/01/2015 13:14,3rd St & Pennsylvania Ave SE,W21394,Registered
922303,01/01/2015 13:08,1st & N St  SE,01/01/2015 13:23,15th & East Capitol St NE,W21227,Registered
1195984,01/01/2015 13:08,Maryland & Independence Ave SW,01/01/2015 13:28,3rd & Tingey St SE,W00224,Registered
6683,01/01/2015 13:08,34th St & Wisconsin Ave NW,01/01/2015 13:08,34th St & Wisconsin Ave NW,W00816,Registered
440069,01/01/2015 13:09,Fairfax Dr & Wilson Blvd,01/01/2015 13:17,Lee Hwy & N Cleveland St,W00374,Registered
2614382,01/01/2015 13:11,5th St & Massachusetts Ave NW,01/01/2015 13:54,14th & Harvard St NW,W20747,Casual
924645,01/01/2015 13:10,1st & H St NW,01/01/2015 13:25,Massachusetts Ave & Dupont Circle NW,W00144,Registered
2617976,01/01/2015 13:10,5th St & Massachusetts Ave NW,01/01/2015 13:54,14th & Harvard St NW,W00656,Casual
945354,01/01/2015 13:10,Rhode Island Ave & V St NE,01/01/2015 13:26,24th & N St NW,W00541,Registered
1424985,01/01/2015 13:10,17th & Corcoran St NW,01/01/2015 13:34,Key Blvd & N Quinn St,W01456,Registered
1157553,01/01/2015 13:10,17th & Corcoran St NW,01/01/2015 13:29,17th & G St NW,W00472,Registered
877934,01/01/2015 13:10,1st & H St NW,01/01/2015 13:25,Massachusetts Ave & Dupont Circle NW,W00269,Registered
763625,01/01/2015 13:10,Georgia & New Hampshire Ave NW,01/01/2015 13:23,18th & R St NW,W00256,Registered
1173199,01/01/2015 13:10,17th & Corcoran St NW,01/01/2015 13:30,17th & G St NW,W01405,Registered
649606,01/01/2015 13:10,20th St & Florida Ave NW,01/01/2015 13:21,10th & Florida Ave NW,W20054,Registered
417701,01/01/2015 13:10,19th St & Pennsylvania Ave NW,01/01/2015 13:17,23rd & E St NW ,W01336,Registered
28727,01/01/2015 13:10,14th & Upshur St NW,01/01/2015 13:11,14th & Upshur St NW,W01057,Registered
1210379,01/01/2015 13:11,Massachusetts Ave & Dupont Circle NW,01/01/2015 13:31,Florida Ave & R St NW,W20584,Registered
2581110,01/01/2015 13:11,5th St & Massachusetts Ave NW,01/01/2015 13:54,14th & Harvard St NW,W20668,Casual
656412,01/01/2015 13:11,1st & Rhode Island Ave NW,01/01/2015 13:22,11th & Kenyon St NW,W21745,Registered
792373,01/01/2015 13:11,17th & Rhode Island Ave NW,01/01/2015 13:24,15th & L St NW,W20431,Registered
301857,01/01/2015 13:11,31st & Woodrow St S,01/01/2015 13:16,S Stafford & 34th St S,W00744,Registered
1257473,01/01/2015 13:12,15th & P St NW,01/01/2015 13:33,C & O Canal & Wisconsin Ave NW,W01226,Casual
849984,01/01/2015 13:12,14th & Upshur St NW,01/01/2015 13:26,Connecticut Ave & Newark St NW / Cleveland Park,W20879,Registered
571133,01/01/2015 13:12,20th & O St NW / Dupont South,01/01/2015 13:21,C & O Canal & Wisconsin Ave NW,W00968,Registered
479919,01/01/2015 13:13,Crystal City Metro / 18th & Bell St,01/01/2015 13:21,6th & S Ball St,W01008,Registered
265839,01/01/2015 13:14,MLK Library/9th & G St NW,01/01/2015 13:19,14th & G St NW,W21598,Casual
539328,01/01/2015 13:13,15th & K St NW,01/01/2015 13:22,21st & M St NW,W21559,Registered
910752,01/01/2015 13:14,Columbia Rd & Belmont St NW,01/01/2015 13:29,M St & Pennsylvania Ave NW,W20325,Registered
1025747,01/01/2015 13:14,7th & F St NW / National Portrait Gallery,01/01/2015 13:31,M St & Pennsylvania Ave NW,W00553,Registered
2387934,01/01/2015 13:14,20th St & Florida Ave NW,01/01/2015 13:54,1st & N St  SE,W20329,Registered
1911381,01/01/2015 13:14,3rd & H St NE,01/01/2015 13:46,Lincoln Memorial,W21850,Registered
752750,01/01/2015 13:15,8th & H St NW,01/01/2015 13:27,6th & Water St SW / SW Waterfront,W00197,Registered
385827,01/01/2015 13:15,14th & D St SE,01/01/2015 13:21,8th & East Capitol St NE,W21536,Registered
391922,01/01/2015 13:15,7th & R St NW / Shaw Library,01/01/2015 13:22,15th & P St NW,W21602,Registered
1863145,01/01/2015 13:15,3rd & H St NE,01/01/2015 13:46,Lincoln Memorial,W21898,Registered
5629056,01/01/2015 13:18,21st St & Pennsylvania Ave NW,01/01/2015 14:52,21st & I St NW,W00732,Casual
3324142,01/01/2015 13:18,Lincoln Memorial,01/01/2015 14:14,Columbus Circle / Union Station,W21636,Casual
407256,01/01/2015 13:17,14th & V St NW,01/01/2015 13:23,Massachusetts Ave & Dupont Circle NW,W00523,Registered
5619215,01/01/2015 13:18,21st St & Pennsylvania Ave NW,01/01/2015 14:52,21st & I St NW,W21570,Casual
3350504,01/01/2015 13:18,Lincoln Memorial,01/01/2015 14:14,Columbus Circle / Union Station,W00531,Casual
2882492,01/01/2015 13:18,14th & Rhode Island Ave NW,01/01/2015 14:06,Thomas Circle,W20820,Registered
613299,01/01/2015 13:18,11th & Kenyon St NW,01/01/2015 13:29,New Jersey Ave & N St NW/Dunbar HS,W00521,Registered
1790519,01/01/2015 13:18,1st & Washington Hospital Center NW,01/01/2015 13:48,Anacostia Ave & Benning Rd NE / River Terrace ,W20549,Registered
355545,01/01/2015 13:19,15th & Euclid St  NW,01/01/2015 13:25,Park Rd & Holmead Pl NW,W01068,Registered
456679,01/01/2015 13:20,10th & U St NW,01/01/2015 13:27,11th & Kenyon St NW,W21102,Registered
1160638,01/01/2015 13:20,14th & Upshur St NW,01/01/2015 13:39,7th & T St NW,W20713,Registered
452373,01/01/2015 13:20,10th & U St NW,01/01/2015 13:27,11th & Kenyon St NW,W21582,Registered
146604,01/01/2015 13:20,L'Enfant Plaza / 7th & C St SW,01/01/2015 13:23,4th & E St SW,W01123,Registered
751229,01/01/2015 13:20,Adams Mill & Columbia Rd NW,01/01/2015 13:33,Thomas Circle,W20690,Registered
662588,01/01/2015 13:21,9th & Upshur St NW,01/01/2015 13:32,Lamont & Mt Pleasant NW,W00510,Registered
657396,01/01/2015 13:21,9th & Upshur St NW,01/01/2015 13:32,Lamont & Mt Pleasant NW,W21677,Registered
429541,01/01/2015 13:21,1st & M St NE,01/01/2015 13:28,Columbus Circle / Union Station,W00957,Registered
575705,01/01/2015 13:21,5th & K St NW,01/01/2015 13:31,Metro Center / 12th & G St NW,W21754,Registered
517397,01/01/2015 13:22,11th & M St NW,01/01/2015 13:30,North Capitol St & G Pl NE,W00603,Registered
548493,01/01/2015 13:22,5th & K St NW,01/01/2015 13:31,Metro Center / 12th & G St NW,W00742,Registered
469955,01/01/2015 13:22,M St & Delaware Ave NE,01/01/2015 13:29,Union Market/6th St & Neal Pl NE,W00105,Registered
543790,01/01/2015 13:22,Thomas Circle,01/01/2015 13:31,14th & V St NW,W20963,Registered
541186,01/01/2015 13:22,Thomas Circle,01/01/2015 13:31,14th & V St NW,W00331,Registered
742300,01/01/2015 13:23,4th & M St SW,01/01/2015 13:35,1st & K St SE,W00075,Registered
1406432,01/01/2015 13:24,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,01/01/2015 13:47,Georgetown Harbor / 30th St NW,W21675,Casual
708255,01/01/2015 13:25,Massachusetts Ave & Dupont Circle NW,01/01/2015 13:37,C & O Canal & Wisconsin Ave NW,W00523,Registered
831358,01/01/2015 13:25,Lincoln Park / 13th & East Capitol St NE ,01/01/2015 13:39,M St & New Jersey Ave SE,W00788,Registered
722045,01/01/2015 13:25,N Randolph St & Fairfax Dr,01/01/2015 13:37,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20359,Registered
318071,01/01/2015 13:25,14th & Belmont St NW,01/01/2015 13:31,15th & P St NW,W00120,Registered
8519699,01/01/2015 13:26,Philadelphia & Maple Ave,01/01/2015 15:48,Philadelphia & Maple Ave,W21006,Casual
149930,01/01/2015 13:26,MLK Library/9th & G St NW,01/01/2015 13:28,10th & E St NW,W00185,Registered
580131,01/01/2015 13:26,11th & F St NW,01/01/2015 13:36,Jefferson Dr & 14th St SW,W00675,Casual
182743,01/01/2015 13:26,15th & Euclid St  NW,01/01/2015 13:29,14th & V St NW,W21638,Registered
486348,01/01/2015 13:27,13th & D St NE,01/01/2015 13:35,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20505,Registered
1286433,01/01/2015 13:27,Connecticut Ave & Newark St NW / Cleveland Park,01/01/2015 13:49,39th & Calvert St NW / Stoddert,W20879,Registered
286241,01/01/2015 13:28,New Hampshire Ave & T St NW,01/01/2015 13:33,Massachusetts Ave & Dupont Circle NW,W00649,Registered
2829815,01/01/2015 13:30,Carroll & Westmoreland Ave,01/01/2015 14:17,12th & Irving St NE,W20219,Casual
388583,01/01/2015 13:29,Columbia Rd & Georgia Ave NW,01/01/2015 13:35,12th & U St NW,W00016,Registered
800954,01/01/2015 13:30,17th & G St NW,01/01/2015 13:43,Lincoln Memorial,W00472,Registered
814765,01/01/2015 13:30,17th & G St NW,01/01/2015 13:43,Lincoln Memorial,W01405,Registered
237734,01/01/2015 13:30,8th & East Capitol St NE,01/01/2015 13:34,3rd St & Pennsylvania Ave SE,W00993,Registered
338003,01/01/2015 13:30,Union Market/6th St & Neal Pl NE,01/01/2015 13:36,3rd & H St NE,W20420,Registered
628184,01/01/2015 13:31,Florida Ave & R St NW,01/01/2015 13:41,17th & Corcoran St NW,W20584,Registered
354532,01/01/2015 13:31,Eastern Market / 7th & North Carolina Ave SE,01/01/2015 13:37,3rd & Tingey St SE,W21140,Registered
426227,01/01/2015 13:32,Prince St & Union St,01/01/2015 13:39,King St & Patrick St,W21131,Registered
709838,01/01/2015 13:32,Potomac & Pennsylvania Ave SE,01/01/2015 13:44,Potomac Ave & 8th St SE,W20008,Registered
702550,01/01/2015 13:33,Potomac & Pennsylvania Ave SE,01/01/2015 13:44,Potomac Ave & 8th St SE,W21208,Registered
710322,01/01/2015 13:33,Rhode Island Ave & V St NE,01/01/2015 13:44,11th & Kenyon St NW,W00403,Registered
426900,01/01/2015 13:33,Lamont & Mt Pleasant NW,01/01/2015 13:40,Adams Mill & Columbia Rd NW,W00510,Registered
793414,01/01/2015 13:33,7th & R St NW / Shaw Library,01/01/2015 13:46,11th & F St NW,W21699,Registered
4095594,01/01/2015 13:35,Calvert St & Woodley Pl NW,01/01/2015 14:43,15th & P St NW,W21215,Casual
753154,01/01/2015 13:33,Georgia & New Hampshire Ave NW,01/01/2015 13:46,14th & R St NW,W00055,Registered
198509,01/01/2015 13:33,Hamlin & 7th St NE,01/01/2015 13:37,John McCormack Dr & Michigan Ave NE,W00755,Registered
3522713,01/01/2015 13:34,7th & F St NW / National Portrait Gallery,01/01/2015 14:33,Lincoln Memorial,W21758,Casual
1149514,01/01/2015 13:34,13th & H St NE,01/01/2015 13:53,12th & U St NW,W20285,Registered
456694,01/01/2015 13:34,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,01/01/2015 13:42,McKinley St & Connecticut Ave NW,W01303,Registered
408901,01/01/2015 13:34,Columbia Rd & Georgia Ave NW,01/01/2015 13:41,New Hampshire Ave & T St NW,W21579,Registered
1124418,01/01/2015 13:34,Adams Mill & Columbia Rd NW,01/01/2015 13:53,10th & E St NW,W21210,Registered
412538,01/01/2015 13:34,Eastern Market / 7th & North Carolina Ave SE,01/01/2015 13:41,13th & D St NE,W00766,Registered
67431,01/01/2015 13:35,17th & Rhode Island Ave NW,01/01/2015 13:36,17th & Rhode Island Ave NW,W00504,Registered
3324918,01/01/2015 13:37,7th & F St NW / National Portrait Gallery,01/01/2015 14:33,Lincoln Memorial,W01262,Casual
428684,01/01/2015 13:36,Convention Center / 7th & M St NW,01/01/2015 13:43,13th St & New York Ave NW,W21199,Registered
1116283,01/01/2015 13:36,Lee Hwy & N Scott St,01/01/2015 13:55,24th & N St NW,W00024,Registered
1067809,01/01/2015 13:37,Jefferson Memorial,01/01/2015 13:55,Jefferson Dr & 14th St SW,W21475,Casual
353471,01/01/2015 13:37,14th & R St NW,01/01/2015 13:43,15th & K St NW,W21733,Registered
324236,01/01/2015 13:37,16th & Harvard St NW,01/01/2015 13:42,14th & Belmont St NW,W21249,Registered
969552,01/01/2015 13:38,Jefferson Memorial,01/01/2015 13:54,Jefferson Dr & 14th St SW,W20467,Casual
417053,01/01/2015 13:37,Wilson Blvd & Franklin Rd,01/01/2015 13:44,21st St N & N Pierce St,W01357,Registered
555107,01/01/2015 13:37,15th & P St NW,01/01/2015 13:46,New Jersey Ave & R St NW,W20622,Registered
591836,01/01/2015 13:37,5th & K St NW,01/01/2015 13:47,14th & G St NW,W21011,Registered
579799,01/01/2015 13:37,5th & K St NW,01/01/2015 13:47,14th & G St NW,W21066,Registered
1049533,01/01/2015 13:37,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,01/01/2015 13:55,N Randolph St & Fairfax Dr,W20359,Registered
3253263,01/01/2015 13:39,7th & F St NW / National Portrait Gallery,01/01/2015 14:33,Lincoln Memorial,W20382,Casual
433850,01/01/2015 13:38,20th St & Florida Ave NW,01/01/2015 13:45,14th & R St NW,W01213,Registered
620451,01/01/2015 13:38,1st & M St NE,01/01/2015 13:49,Florida Ave & R St NW,W00921,Registered
1351870,01/01/2015 13:38,6th St & Indiana Ave NW,01/01/2015 14:01,M St & Delaware Ave NE,W20564,Registered
1124503,01/01/2015 13:39,3000 Connecticut Ave NW / National Zoo,01/01/2015 13:58,21st St & Pennsylvania Ave NW,W20928,Casual
299078,01/01/2015 13:39,Park Rd & Holmead Pl NW,01/01/2015 13:44,Georgia & New Hampshire Ave NW,W01068,Registered
1201293,01/01/2015 13:39,Georgetown Harbor / 30th St NW,01/01/2015 13:59,13th St & New York Ave NW,W21708,Registered
1113641,01/01/2015 13:39,11th & Kenyon St NW,01/01/2015 13:58,10th & E St NW,W20483,Registered
744155,01/01/2015 13:40,1st & Rhode Island Ave NW,01/01/2015 13:53,10th St & Constitution Ave NW,W00847,Registered
593426,01/01/2015 13:40,M St & New Jersey Ave SE,01/01/2015 13:50,14th & D St SE,W01175,Registered
1064378,01/01/2015 13:41,Lincoln Memorial,01/01/2015 13:58,Massachusetts Ave & Dupont Circle NW,W21573,Registered
222592,01/01/2015 13:41,14th & Harvard St NW,01/01/2015 13:45,14th & V St NW,W20068,Registered
357245,01/01/2015 13:41,Columbia Rd & Belmont St NW,01/01/2015 13:47,17th & Corcoran St NW,W00617,Registered
1466043,01/01/2015 13:41,16th & Harvard St NW,01/01/2015 14:06,34th & Water St NW,W20614,Registered
719071,01/01/2015 13:41,Columbus Circle / Union Station,01/01/2015 13:53,Lincoln Park / 13th & East Capitol St NE ,W00957,Registered
242535,01/01/2015 13:43,16th & Harvard St NW,01/01/2015 13:47,New Hampshire Ave & T St NW,W21185,Registered
321579,01/01/2015 13:43,Lamont & Mt Pleasant NW,01/01/2015 13:48,Adams Mill & Columbia Rd NW,W21677,Registered
413791,01/01/2015 13:43,11th & Kenyon St NW,01/01/2015 13:50,7th & T St NW,W00020,Registered
1117098,01/01/2015 13:44,Massachusetts Ave & Dupont Circle NW,01/01/2015 14:02,17th St & Massachusetts Ave NW,W00269,Registered
585028,01/01/2015 13:44,Columbia Rd & Georgia Ave NW,01/01/2015 13:54,14th & Rhode Island Ave NW,W00781,Registered
664794,01/01/2015 13:45,Jefferson Dr & 14th St SW,01/01/2015 13:56,Jefferson Dr & 14th St SW,W21279,Casual
3545118,01/01/2015 13:45,20th & Crystal Dr,01/01/2015 14:44,20th & Crystal Dr,W21593,Registered
184658,01/01/2015 13:45,17th & Corcoran St NW,01/01/2015 13:48,Massachusetts Ave & Dupont Circle NW,W00856,Registered
511305,01/01/2015 13:46,Calvert St & Woodley Pl NW,01/01/2015 13:55,Adams Mill & Columbia Rd NW,W21611,Casual
445962,01/01/2015 13:45,New Jersey Ave & R St NW,01/01/2015 13:52,14th & V St NW,W00414,Registered
244300,01/01/2015 13:45,New Hampshire Ave & T St NW,01/01/2015 13:49,Massachusetts Ave & Dupont Circle NW,W21450,Registered
859587,01/01/2015 13:45,Lincoln Park / 13th & East Capitol St NE ,01/01/2015 13:59,3rd & Tingey St SE,W20993,Registered
585980,01/01/2015 13:45,Convention Center / 7th & M St NW,01/01/2015 13:55,Georgia Ave and Fairmont St NW,W21592,Registered
127669,01/01/2015 13:45,14th & Belmont St NW,01/01/2015 13:47,10th & Florida Ave NW,W21249,Registered
458885,01/01/2015 13:45,Georgia Ave and Fairmont St NW,01/01/2015 13:53,Adams Mill & Columbia Rd NW,W01029,Registered
971687,01/01/2015 13:46,7th & T St NW,01/01/2015 14:02,7th & R St NW / Shaw Library,W20713,Registered
661276,01/01/2015 13:46,New Hampshire Ave & T St NW,01/01/2015 13:57,25th St & Pennsylvania Ave NW,W00638,Registered
793929,01/01/2015 13:50,17th & G St NW,01/01/2015 14:04,17th & G St NW,W21452,Casual
577141,01/01/2015 13:47,Wisconsin Ave & O St NW,01/01/2015 13:56,20th St & Virginia Ave NW,W00763,Registered
872359,01/01/2015 13:50,17th & G St NW,01/01/2015 14:04,17th & G St NW,W00743,Casual
592773,01/01/2015 13:47,New Hampshire Ave & T St NW,01/01/2015 13:57,25th St & Pennsylvania Ave NW,W01222,Casual
809791,01/01/2015 13:47,Lincoln Memorial,01/01/2015 14:00,Georgetown Harbor / 30th St NW,W21850,Registered
807620,01/01/2015 13:47,Lincoln Memorial,01/01/2015 14:01,Georgetown Harbor / 30th St NW,W21898,Registered
676646,01/01/2015 13:47,3rd St & Pennsylvania Ave SE,01/01/2015 13:59,5th St & Massachusetts Ave NW,W21394,Registered
1497769,01/01/2015 13:48,New Hampshire Ave & T St NW,01/01/2015 14:13,Jefferson Dr & 14th St SW,W20850,Casual
445098,01/01/2015 13:48,Park Rd & Holmead Pl NW,01/01/2015 13:56,15th & Euclid St  NW,W00986,Registered
880096,01/01/2015 13:50,17th & G St NW,01/01/2015 14:05,17th & G St NW,W01323,Casual
344011,01/01/2015 13:49,5th & K St NW,01/01/2015 13:54,8th & D St NW,W21284,Registered
1458424,01/01/2015 13:49,New Hampshire Ave & T St NW,01/01/2015 14:13,Jefferson Dr & 14th St SW,W21407,Casual
611467,01/01/2015 13:49,5th St & Massachusetts Ave NW,01/01/2015 13:59,14th & V St NW,W01076,Registered
1470856,01/01/2015 13:49,New Hampshire Ave & T St NW,01/01/2015 14:13,Jefferson Dr & 14th St SW,W20550,Registered
1444405,01/01/2015 13:49,New Hampshire Ave & T St NW,01/01/2015 14:13,Jefferson Dr & 14th St SW,W00076,Casual
508992,01/01/2015 13:49,3rd & H St NW,01/01/2015 13:58,7th & R St NW / Shaw Library,W00452,Registered
875453,01/01/2015 13:50,New Hampshire Ave & T St NW,01/01/2015 14:04,5th St & Massachusetts Ave NW,W00823,Registered
1517275,01/01/2015 13:50,Anacostia Ave & Benning Rd NE / River Terrace ,01/01/2015 14:16,4th & M St SW,W20549,Registered
752131,01/01/2015 13:52,17th & G St NW,01/01/2015 14:05,17th & G St NW,W21025,Casual
642397,01/01/2015 13:51,11th & F St NW,01/01/2015 14:02,1st & M St NE,W21787,Registered
720699,01/01/2015 13:52,17th & G St NW,01/01/2015 14:04,17th & G St NW,W20147,Casual
390262,01/01/2015 13:51,Park Rd & Holmead Pl NW,01/01/2015 13:58,9th & Upshur St NW,W00325,Registered
772747,01/01/2015 13:51,14th & V St NW,01/01/2015 14:04,MLK Library/9th & G St NW,W00273,Registered
336207,01/01/2015 13:52,14th & Rhode Island Ave NW,01/01/2015 13:57,14th & V St NW,W21680,Registered
708717,01/01/2015 13:52,1st & Rhode Island Ave NW,01/01/2015 14:04,15th & P St NW,W20482,Casual
992045,01/01/2015 13:53,Park Rd & Holmead Pl NW,01/01/2015 14:09,Massachusetts Ave & Dupont Circle NW,W20120,Registered
132455,01/01/2015 13:53,5th & F St NW,01/01/2015 13:55,8th & D St NW,W20173,Registered
474507,01/01/2015 13:54,Thomas Circle,01/01/2015 14:01,10th & U St NW,W00233,Registered
486620,01/01/2015 13:54,12th & U St NW,01/01/2015 14:02,11th & F St NW,W21470,Registered
404160,01/01/2015 13:54,17th & Corcoran St NW,01/01/2015 14:01,11th & M St NW,W01446,Registered
270882,01/01/2015 13:54,1st & K St SE,01/01/2015 13:59,3rd & D St SE,W21315,Registered
6396293,01/01/2015 13:56,4th & M St SW,01/01/2015 15:42,4th & M St SW,W01467,Casual
314572,01/01/2015 13:55,18th St & Wyoming Ave NW,01/01/2015 14:00,Massachusetts Ave & Dupont Circle NW,W21289,Registered
820521,01/01/2015 13:55,M St & Delaware Ave NE,01/01/2015 14:09,7th & F St NW / National Portrait Gallery,W00505,Registered
6304883,01/01/2015 13:57,4th & M St SW,01/01/2015 15:42,4th & M St SW,W01364,Casual
769469,01/01/2015 13:56,M St & Delaware Ave NE,01/01/2015 14:09,7th & F St NW / National Portrait Gallery,W20545,Casual
1737136,01/01/2015 13:56,Good Hope Rd & 14th St SE,01/01/2015 14:25,Good Hope Rd & 14th St SE,W20100,Casual
135589,01/01/2015 13:56,3rd & Tingey St SE,01/01/2015 13:58,3rd & Tingey St SE,W20967,Registered
762733,01/01/2015 13:57,8th & F St NE,01/01/2015 14:09,1st & K St SE,W20904,Registered
240355,01/01/2015 13:58,Georgetown Harbor / 30th St NW,01/01/2015 14:02,25th St & Pennsylvania Ave NW,W00759,Registered
752469,01/01/2015 13:58,Eckington Pl & Q St NE,01/01/2015 14:11,Convention Center / 7th & M St NW,W20312,Registered
1017145,01/01/2015 13:59,3rd & Tingey St SE,01/01/2015 14:16,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W21140,Registered
1012085,01/01/2015 13:59,3rd & Tingey St SE,01/01/2015 14:16,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00224,Registered
248692,01/01/2015 13:59,14th & Harvard St NW,01/01/2015 14:03,15th & Euclid St  NW,W20747,Registered
1034796,01/01/2015 13:59,14th & D St SE,01/01/2015 14:16,1st & K St SE,W20560,Registered
248341,01/01/2015 13:59,15th & P St NW,01/01/2015 14:03,New Hampshire Ave & T St NW,W00557,Registered
1091758,01/01/2015 13:59,Eastern Market Metro / Pennsylvania Ave & 7th St SE,01/01/2015 14:17,21st St & Constitution Ave NW,W00263,Registered
33762,01/01/2015 13:59,Georgia Ave & Emerson St NW,01/01/2015 14:00,Georgia Ave & Emerson St NW,W20580,Registered
176385,01/01/2015 13:59,Florida Ave & R St NW,01/01/2015 14:02,Florida Ave & R St NW,W21125,Registered
992099,01/01/2015 14:00,1st & N St  SE,01/01/2015 14:17,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00422,Registered
725486,01/01/2015 14:00,M St & New Jersey Ave SE,01/01/2015 14:12,6th & Water St SW / SW Waterfront,W20341,Registered
3061181,01/01/2015 14:05,George Mason Dr & Wilson Blvd,01/01/2015 14:56,George Mason Dr & Wilson Blvd,W21560,Casual
713718,01/01/2015 14:00,M St & New Jersey Ave SE,01/01/2015 14:12,6th & Water St SW / SW Waterfront,W20304,Registered
1446240,01/01/2015 14:02,16th & Harvard St NW,01/01/2015 14:26,14th & D St NW / Ronald Reagan Building,W20923,Casual
1100562,01/01/2015 14:01,14th & G St NW,01/01/2015 14:20,M St & Pennsylvania Ave NW,W01378,Casual
935913,01/01/2015 14:01,1st & N St  SE,01/01/2015 14:17,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01279,Registered
270176,01/01/2015 14:01,15th & L St NW,01/01/2015 14:06,15th & P St NW,W20711,Registered
1058869,01/01/2015 14:02,14th & G St NW,01/01/2015 14:20,M St & Pennsylvania Ave NW,W20814,Casual
1443693,01/01/2015 14:02,16th & Harvard St NW,01/01/2015 14:26,14th & D St NW / Ronald Reagan Building,W21525,Casual
857317,01/01/2015 14:01,Columbia Rd & Belmont St NW,01/01/2015 14:16,15th & K St NW,W00338,Registered
841208,01/01/2015 14:01,Columbia Rd & Belmont St NW,01/01/2015 14:15,15th & K St NW,W21832,Registered
310192,01/01/2015 14:01,7th & R St NW / Shaw Library,01/01/2015 14:07,1st & Rhode Island Ave NW,W01498,Registered
181554,01/01/2015 14:02,Park Rd & Holmead Pl NW,01/01/2015 14:05,Lamont & Mt Pleasant NW,W21029,Registered
1013465,01/01/2015 14:02,Bladensburg Rd & Benning Rd NE,01/01/2015 14:19,M St & New Jersey Ave SE,W20887,Registered
546834,01/01/2015 14:03,7th & R St NW / Shaw Library,01/01/2015 14:12,14th & V St NW,W20713,Registered
1887702,01/01/2015 14:04,8th & East Capitol St NE,01/01/2015 14:35,Jefferson Dr & 14th St SW,W21628,Casual
3204,01/01/2015 14:03,Florida Ave & R St NW,01/01/2015 14:03,Florida Ave & R St NW,W00437,Registered
1902661,01/01/2015 14:05,8th & East Capitol St NE,01/01/2015 14:37,Jefferson Dr & 14th St SW,W01270,Casual
4942876,01/01/2015 14:04,15th & Euclid St  NW,01/01/2015 15:26,Harvard St & Adams Mill Rd NW,W00986,Casual
611909,01/01/2015 14:04,Florida Ave & R St NW,01/01/2015 14:14,5th & K St NW,W21125,Registered
364050,01/01/2015 14:05,M St & New Jersey Ave SE,01/01/2015 14:11,8th & Eye St SE / Barracks Row,W21437,Casual
1275809,01/01/2015 14:05,17th & G St NW,01/01/2015 14:27,Lincoln Memorial,W21452,Casual
366280,01/01/2015 14:05,M St & New Jersey Ave SE,01/01/2015 14:11,8th & Eye St SE / Barracks Row,W20052,Registered
1152848,01/01/2015 14:07,17th & G St NW,01/01/2015 14:27,Lincoln Memorial,W00844,Casual
251931,01/01/2015 14:06,15th & Euclid St  NW,01/01/2015 14:10,14th & V St NW,W20508,Registered
2566056,01/01/2015 14:06,34th & Water St NW,01/01/2015 14:49,River Rd & Landy Ln,W20614,Registered
218314,01/01/2015 14:06,N Veitch  & 20th St N,01/01/2015 14:10,Key Blvd & N Quinn St,W20519,Registered
227159,01/01/2015 14:06,15th & Euclid St  NW,01/01/2015 14:10,14th & V St NW,W00432,Registered
427832,01/01/2015 14:06,Thomas Circle,01/01/2015 14:14,22nd & I St NW / Foggy Bottom,W21702,Registered
2075195,01/01/2015 14:09,Columbia Rd & Belmont St NW,01/01/2015 14:43,Lincoln Memorial,W21608,Casual
437504,01/01/2015 14:07,20th & O St NW / Dupont South,01/01/2015 14:14,24th & N St NW,W20838,Registered
1098687,01/01/2015 14:08,17th & G St NW,01/01/2015 14:27,Lincoln Memorial,W00743,Casual
768347,01/01/2015 14:07,M St & New Jersey Ave SE,01/01/2015 14:20,4th & E St SW,W00788,Registered
1988969,01/01/2015 14:10,Columbia Rd & Belmont St NW,01/01/2015 14:43,Lincoln Memorial,W20548,Casual
624864,01/01/2015 14:07,13th St & New York Ave NW,01/01/2015 14:18,M St & Delaware Ave NE,W21708,Registered
247489,01/01/2015 14:07,Henry St & Pendleton St,01/01/2015 14:12,King St & Patrick St,W20283,Registered
751372,01/01/2015 14:08,M St & New Jersey Ave SE,01/01/2015 14:20,4th & E St SW,W00903,Registered
1092766,01/01/2015 14:09,17th & G St NW,01/01/2015 14:27,Lincoln Memorial,W01323,Casual
282837,01/01/2015 14:08,14th & V St NW,01/01/2015 14:12,14th & Rhode Island Ave NW,W21613,Registered
497966,01/01/2015 14:08,Potomac & Pennsylvania Ave SE,01/01/2015 14:16,4th & East Capitol St NE,W20065,Registered
256019,01/01/2015 14:08,N Rhodes & 16th St N,01/01/2015 14:13,Lynn & 19th St North,W20388,Registered
