Total duration (ms),Start date,Start station,End date,End station,Bike number,Subscription Type
1000049,01/02/2015 13:04,Metro Center / 12th & G St NW,01/02/2015 13:20,20th & L St NW,W00273,Casual
1583850,01/02/2015 13:03,Potomac & Pennsylvania Ave SE,01/02/2015 13:30,15th & East Capitol St NE,W20156,Registered
496344,01/02/2015 13:04,Lincoln Memorial,01/02/2015 13:13,Lincoln Memorial,W00178,Casual
401686,01/02/2015 13:03,11th & Kenyon St NW,01/02/2015 13:10,10th & U St NW,W20479,Registered
1937091,01/02/2015 13:05,Smithsonian / Jefferson Dr & 12th St SW,01/02/2015 13:37,MLK Library/9th & G St NW,W20964,Casual
3783015,01/02/2015 13:04,5th & F St NW,01/02/2015 14:07,14th St & New York Ave NW,W01016,Casual
376755,01/02/2015 13:04,20th St & Florida Ave NW,01/02/2015 13:10,15th & P St NW,W20951,Registered
2885957,01/02/2015 13:05,Massachusetts Ave & Dupont Circle NW,01/02/2015 13:53,Maryland & Independence Ave SW,W20458,Casual
503186,01/02/2015 13:04,Convention Center / 7th & M St NW,01/02/2015 13:13,17th & K St NW / Farragut Square,W21963,Registered
2149491,01/02/2015 13:05,Lincoln Memorial,01/02/2015 13:41,M St & Pennsylvania Ave NW,W21199,Casual
529468,01/02/2015 13:04,20th & O St NW / Dupont South,01/02/2015 13:13,15th & P St NW,W21322,Registered
139380,01/02/2015 13:04,Columbus Circle / Union Station,01/02/2015 13:07,3rd & H St NE,W20905,Registered
628784,01/02/2015 13:04,19th & L St NW,01/02/2015 13:15,5th & F St NW,W20173,Registered
664734,01/02/2015 13:04,19th St & Pennsylvania Ave NW,01/02/2015 13:15,10th & E St NW,W20288,Registered
321801,01/02/2015 13:05,Clarendon Blvd & Pierce St,01/02/2015 13:10,Wilson Blvd & N Uhle St,W00582,Registered
2177436,01/02/2015 13:05,Lincoln Memorial,01/02/2015 13:42,M St & Pennsylvania Ave NW,W21149,Casual
1519180,01/02/2015 13:05,14th & Harvard St NW,01/02/2015 13:30,Park Rd & Holmead Pl NW,W01105,Registered
574587,01/02/2015 13:05,4th & E St SW,01/02/2015 13:15,14th & D St NW / Ronald Reagan Building,W21577,Registered
632606,01/02/2015 13:05,20th & O St NW / Dupont South,01/02/2015 13:16,11th & K St NW,W21493,Registered
822591,01/02/2015 13:05,Columbus Circle / Union Station,01/02/2015 13:19,3rd & G St SE,W00283,Registered
2072903,01/02/2015 13:06,Lincoln Memorial,01/02/2015 13:41,M St & Pennsylvania Ave NW,W21710,Casual
443563,01/02/2015 13:05,Smithsonian / Jefferson Dr & 12th St SW,01/02/2015 13:13,4th & M St SW,W20973,Registered
654491,01/02/2015 13:06,3rd & H St NE,01/02/2015 13:17,3rd & D St SE,W00105,Registered
2071826,01/02/2015 13:06,Lincoln Memorial,01/02/2015 13:41,M St & Pennsylvania Ave NW,W01364,Casual
282285,01/02/2015 13:06,20th & O St NW / Dupont South,01/02/2015 13:10,25th St & Pennsylvania Ave NW,W00402,Registered
2838249,01/02/2015 13:06,Massachusetts Ave & Dupont Circle NW,01/02/2015 13:54,Maryland & Independence Ave SW,W00675,Casual
798345,01/02/2015 13:06,M St & Pennsylvania Ave NW,01/02/2015 13:19,5th & K St NW,W20924,Registered
162511,01/02/2015 13:06,11th & F St NW,01/02/2015 13:09,8th & H St NW,W21216,Registered
803893,01/02/2015 13:09,19th St & Constitution Ave NW,01/02/2015 13:22,Smithsonian / Jefferson Dr & 12th St SW,W00256,Casual
500823,01/02/2015 13:06,Eastern Market Metro / Pennsylvania Ave & 7th St SE,01/02/2015 13:14,Potomac & Pennsylvania Ave SE,W20763,Registered
1132722,01/02/2015 13:06,Columbus Circle / Union Station,01/02/2015 13:25,New York Ave & 15th St NW,W00703,Registered
146908,01/02/2015 13:06,17th & K St NW / Farragut Square,01/02/2015 13:09,17th & Rhode Island Ave NW,W21185,Registered
805635,01/02/2015 13:09,19th St & Constitution Ave NW,01/02/2015 13:22,Smithsonian / Jefferson Dr & 12th St SW,W00384,Casual
742157,01/02/2015 13:07,Thomas Circle,01/02/2015 13:19,5th St & Massachusetts Ave NW,W20410,Registered
519634,01/02/2015 13:07,Wisconsin Ave & Newark St NW,01/02/2015 13:16,34th St & Wisconsin Ave NW,W00240,Registered
456762,01/02/2015 13:07,22nd & I St NW / Foggy Bottom,01/02/2015 13:15,New Hampshire Ave & T St NW,W00541,Registered
6619283,01/02/2015 13:09,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,01/02/2015 14:59,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W20436,Casual
3402354,01/02/2015 13:09,Jefferson Memorial,01/02/2015 14:06,14th & D St NW / Ronald Reagan Building,W21818,Casual
328476,01/02/2015 13:08,New Hampshire Ave & T St NW,01/02/2015 13:13,15th & P St NW,W20402,Registered
204081,01/02/2015 13:08,15th & P St NW,01/02/2015 13:11,17th & K St NW,W01087,Registered
6609040,01/02/2015 13:09,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,01/02/2015 14:59,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W01405,Casual
9084179,01/02/2015 13:09,3rd St & Pennsylvania Ave SE,01/02/2015 15:40,Jefferson Dr & 14th St SW,W00400,Casual
1074774,01/02/2015 13:09,20th & O St NW / Dupont South,01/02/2015 13:26,20th & O St NW / Dupont South,W21159,Registered
1320793,01/02/2015 13:10,L'Enfant Plaza / 7th & C St SW,01/02/2015 13:32,14th & D St NW / Ronald Reagan Building,W20881,Casual
9039019,01/02/2015 13:10,3rd St & Pennsylvania Ave SE,01/02/2015 15:40,Jefferson Dr & 14th St SW,W21202,Casual
162559,01/02/2015 13:09,17th St & Massachusetts Ave NW,01/02/2015 13:11,Thomas Circle,W20873,Registered
236747,01/02/2015 13:09,17th & Corcoran St NW,01/02/2015 13:13,17th & K St NW,W21490,Registered
274812,01/02/2015 13:09,California St & Florida Ave NW,01/02/2015 13:14,Adams Mill & Columbia Rd NW,W20272,Registered
925999,01/02/2015 13:09,5th St & Massachusetts Ave NW,01/02/2015 13:24,Massachusetts Ave & Dupont Circle NW,W20616,Registered
1338979,01/02/2015 13:10,L'Enfant Plaza / 7th & C St SW,01/02/2015 13:32,14th & D St NW / Ronald Reagan Building,W00063,Casual
981753,01/02/2015 13:09,New Jersey Ave & N St NW/Dunbar HS,01/02/2015 13:25,Independence Ave & L'Enfant Plaza SW/DOE,W20295,Registered
300984,01/02/2015 13:09,18th St & Pennsylvania Ave NW,01/02/2015 13:14,21st & M St NW,W21570,Registered
606121,01/02/2015 13:10,16th & Harvard St NW,01/02/2015 13:20,14th & Rhode Island Ave NW,W20090,Registered
3347049,01/02/2015 13:11,Jefferson Memorial,01/02/2015 14:06,14th & D St NW / Ronald Reagan Building,W21298,Casual
402260,01/02/2015 13:10,Fenton St & Ellsworth Dr ,01/02/2015 13:17,Fenton St & New York Ave ,W01006,Registered
95308,01/02/2015 13:10,Clarendon Blvd & Pierce St,01/02/2015 13:12,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W01027,Registered
703143,01/02/2015 13:11,3000 Connecticut Ave NW / National Zoo,01/02/2015 13:22,17th & G St NW,W01407,Registered
939330,01/02/2015 13:11,Clarendon Blvd & Pierce St,01/02/2015 13:27,22nd & I St NW / Foggy Bottom,W21097,Registered
605721,01/02/2015 13:12,Lincoln Memorial,01/02/2015 13:22,Jefferson Dr & 14th St SW,W21427,Casual
572233,01/02/2015 13:13,Lincoln Memorial,01/02/2015 13:22,Jefferson Dr & 14th St SW,W01467,Casual
1069125,01/02/2015 13:11,Florida Ave & R St NW,01/02/2015 13:29,18th & M St NW,W20323,Registered
599535,01/02/2015 13:11,D St & Maryland Ave NE,01/02/2015 13:21,1st & H St NW,W01320,Registered
510519,01/02/2015 13:11,17th & K St NW,01/02/2015 13:20,15th & P St NW,W20807,Registered
2010351,01/02/2015 13:12,8th & D St NW,01/02/2015 13:45,8th & D St NW,W00165,Casual
5767085,01/02/2015 13:13,Jefferson Dr & 14th St SW,01/02/2015 14:49,14th & D St NW / Ronald Reagan Building,W21500,Casual
3262231,01/02/2015 13:12,Jefferson Memorial,01/02/2015 14:07,14th & D St NW / Ronald Reagan Building,W01498,Casual
445749,01/02/2015 13:12,8th & D St NW,01/02/2015 13:19,14th & G St NW,W21559,Registered
5773025,01/02/2015 13:13,Jefferson Dr & 14th St SW,01/02/2015 14:49,14th & D St NW / Ronald Reagan Building,W00898,Casual
756543,01/02/2015 13:12,D St & Maryland Ave NE,01/02/2015 13:25,10th St & Constitution Ave NW,W21265,Registered
979097,01/02/2015 13:12,7th & R St NW / Shaw Library,01/02/2015 13:28,Calvert St & Woodley Pl NW,W01255,Registered
1772922,01/02/2015 13:13,Lincoln Memorial,01/02/2015 13:43,L'Enfant Plaza / 7th & C St SW,W20426,Casual
1949305,01/02/2015 13:13,8th & D St NW,01/02/2015 13:45,8th & D St NW,W20276,Casual
199042,01/02/2015 13:13,Columbia Rd & Belmont St NW,01/02/2015 13:16,Calvert St & Woodley Pl NW,W00113,Registered
506583,01/02/2015 13:13,10th & E St NW,01/02/2015 13:21,L'Enfant Plaza / 7th & C St SW,W01298,Registered
1020496,01/02/2015 13:13,D St & Maryland Ave NE,01/02/2015 13:30,MLK Library/9th & G St NW,W20009,Registered
1016464,01/02/2015 13:14,Lincoln Memorial,01/02/2015 13:31,17th & G St NW,W21309,Casual
455457,01/02/2015 13:13,20th & E St NW,01/02/2015 13:21,Jefferson Dr & 14th St SW,W21970,Registered
546414,01/02/2015 13:13,3rd & G St SE,01/02/2015 13:23,Potomac & Pennsylvania Ave SE,W01210,Registered
992722,01/02/2015 13:14,Lincoln Memorial,01/02/2015 13:31,17th & G St NW,W20820,Casual
1200261,01/02/2015 13:14,1st & M St NE,01/02/2015 13:34,7th & F St NW / National Portrait Gallery,W00389,Registered
768225,01/02/2015 13:14,21st St & Pennsylvania Ave NW,01/02/2015 13:27,10th & U St NW,W21302,Casual
964665,01/02/2015 13:14,Lincoln Memorial,01/02/2015 13:31,17th & G St NW,W00916,Casual
5669818,01/02/2015 13:15,Jefferson Dr & 14th St SW,01/02/2015 14:49,14th & D St NW / Ronald Reagan Building,W00656,Casual
1236225,01/02/2015 13:14,16th & Harvard St NW,01/02/2015 13:35,4th & E St SW,W20099,Registered
165746,01/02/2015 13:14,13th St & New York Ave NW,01/02/2015 13:17,10th & E St NW,W01391,Registered
931482,01/02/2015 13:15,Lincoln Memorial,01/02/2015 13:31,17th & G St NW,W20169,Casual
784040,01/02/2015 13:16,21st St & Constitution Ave NW,01/02/2015 13:29,USDA / 12th & Independence Ave SW,W20423,Casual
3570943,01/02/2015 13:16,Constitution Ave & 2nd St NW/DOL,01/02/2015 14:16,Lincoln Memorial,W20379,Casual
494029,01/02/2015 13:15,8th & D St NW,01/02/2015 13:23,11th & M St NW,W00890,Registered
234151,01/02/2015 13:15,22nd & I St NW / Foggy Bottom,01/02/2015 13:19,20th & E St NW,W20472,Registered
292693,01/02/2015 13:15,1st & H St NW,01/02/2015 13:20,3rd & H St NW,W20033,Registered
790776,01/02/2015 13:16,21st St & Constitution Ave NW,01/02/2015 13:29,USDA / 12th & Independence Ave SW,W00414,Casual
1310469,01/02/2015 13:15,Montgomery Ave & Waverly St ,01/02/2015 13:37,Montgomery Ave & Waverly St ,W20979,Registered
6339916,01/02/2015 13:16,Lincoln Memorial,01/02/2015 15:01,New Hampshire Ave & 24th St NW,W20325,Casual
222224,01/02/2015 13:15,Wilson Blvd & N Oakland St,01/02/2015 13:19,Fairfax Dr & Wilson Blvd,W00912,Registered
6297526,01/02/2015 13:16,Lincoln Memorial,01/02/2015 15:01,New Hampshire Ave & 24th St NW,W00933,Casual
1458638,01/02/2015 13:16,3rd & H St NE,01/02/2015 13:40,20th & E St NW,W20731,Registered
1706116,01/02/2015 13:16,Georgetown Harbor / 30th St NW,01/02/2015 13:45,8th & F St NE,W21720,Registered
568522,01/02/2015 13:17,5th St & Massachusetts Ave NW,01/02/2015 13:26,4th & E St SW,W21145,Registered
1580951,01/02/2015 13:18,Lincoln Memorial,01/02/2015 13:44,Jefferson Memorial,W00658,Casual
389656,01/02/2015 13:17,Eastern Market / 7th & North Carolina Ave SE,01/02/2015 13:23,3rd & Tingey St SE,w00223,Registered
473975,01/02/2015 13:17,15th & Crystal Dr,01/02/2015 13:25,S Joyce & 16th St S,W20078,Registered
283931,01/02/2015 13:17,5th & K St NW,01/02/2015 13:22,1st & M St NE,W01213,Registered
971844,01/02/2015 13:17,17th & K St NW,01/02/2015 13:33,6th & H St NE,W20828,Registered
3401624,01/02/2015 13:18,Constitution Ave & 2nd St NW/DOL,01/02/2015 14:15,Lincoln Memorial,W20718,Casual
651463,01/02/2015 13:17,18th & R St NW,01/02/2015 13:28,10th St & Constitution Ave NW,W21296,Registered
1555092,01/02/2015 13:18,Lincoln Memorial,01/02/2015 13:44,Jefferson Memorial,W21623,Casual
763783,01/02/2015 13:17,14th & D St SE,01/02/2015 13:30,Eastern Market / 7th & North Carolina Ave SE,W21554,Registered
838806,01/02/2015 13:17,14th & Belmont St NW,01/02/2015 13:31,14th St Heights / 14th & Crittenden St NW,W20419,Registered
445635,01/02/2015 13:17,15th & Crystal Dr,01/02/2015 13:25,S Joyce & 16th St S,W20895,Registered
923399,01/02/2015 13:17,3rd & D St SE,01/02/2015 13:33,Potomac & Pennsylvania Ave SE,W00066,Registered
1531693,01/02/2015 13:19,Lincoln Memorial,01/02/2015 13:44,Jefferson Memorial,W01251,Casual
160815,01/02/2015 13:18,3rd & Elm St NW,01/02/2015 13:21,7th & T St NW,W01404,Registered
406155,01/02/2015 13:19,14th & Rhode Island Ave NW,01/02/2015 13:25,19th St & Pennsylvania Ave NW,W20054,Registered
493901,01/02/2015 13:19,5th & K St NW,01/02/2015 13:27,8th & H St NW,W00752,Registered
219455,01/02/2015 13:19,26th & S Clark St,01/02/2015 13:22,15th & Crystal Dr,W01185,Registered
302193,01/02/2015 13:19,Massachusetts Ave & Dupont Circle NW,01/02/2015 13:24,15th & P St NW,W00088,Registered
1787504,01/02/2015 13:19,Jefferson Dr & 14th St SW,01/02/2015 13:49,9th & Upshur St NW,W20522,Registered
3323774,01/02/2015 13:19,Constitution Ave & 2nd St NW/DOL,01/02/2015 14:15,Lincoln Memorial,W20136,Casual
5811390,01/02/2015 13:21,19th St & Constitution Ave NW,01/02/2015 14:57,10th St & Constitution Ave NW,W20374,Casual
1327637,01/02/2015 13:20,Union Market/6th St & Neal Pl NE,01/02/2015 13:42,22nd & I St NW / Foggy Bottom,W20222,Registered
733721,01/02/2015 13:20,Offutt Ln & Chevy Chase Dr,01/02/2015 13:32,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,W01125,Registered
851234,01/02/2015 13:20,Iwo Jima Memorial/N Meade & 14th St N,01/02/2015 13:34,Lincoln Memorial,W20591,Registered
521208,01/02/2015 13:20,Thomas Circle,01/02/2015 13:29,7th & T St NW,W20873,Registered
1049664,01/02/2015 13:20,12th & U St NW,01/02/2015 13:38,3rd & H St NW,W01093,Registered
536033,01/02/2015 13:20,Eastern Market Metro / Pennsylvania Ave & 7th St SE,01/02/2015 13:29,15th & East Capitol St NE,W20602,Registered
583068,01/02/2015 13:22,Massachusetts Ave & Dupont Circle NW,01/02/2015 13:32,25th St & Pennsylvania Ave NW,W20577,Casual
596552,01/02/2015 13:21,N Veitch  & 20th St N,01/02/2015 13:30,34th & Water St NW,W20519,Registered
345907,01/02/2015 13:21,Florida Ave & R St NW,01/02/2015 13:26,7th & R St NW / Shaw Library,W01084,Registered
399564,01/02/2015 13:21,Adams Mill & Columbia Rd NW,01/02/2015 13:27,Lamont & Mt Pleasant NW,W21125,Registered
807783,01/02/2015 13:21,Iwo Jima Memorial/N Meade & 14th St N,01/02/2015 13:34,Lincoln Memorial,W20587,Registered
512440,01/02/2015 13:21,12th & U St NW,01/02/2015 13:30,11th & K St NW,W21483,Registered
1351358,01/02/2015 13:21,Lincoln Memorial,01/02/2015 13:44,Jefferson Memorial,W00412,Casual
459084,01/02/2015 13:21,25th St & Pennsylvania Ave NW,01/02/2015 13:29,Wisconsin Ave & O St NW,W01340,Registered
785866,01/02/2015 13:21,Connecticut & Nebraska Ave NW,01/02/2015 13:34,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,W01429,Registered
415154,01/02/2015 13:21,C & O Canal & Wisconsin Ave NW,01/02/2015 13:28,20th & L St NW,W00688,Registered
489894,01/02/2015 13:21,12th & U St NW,01/02/2015 13:29,11th & K St NW,W00037,Registered
248995,01/02/2015 13:21,Pentagon City Metro / 12th & S Hayes St,01/02/2015 13:25,15th & Crystal Dr,W21715,Registered
314750,01/02/2015 13:21,Gallaudet / 8th St & Florida Ave NE,01/02/2015 13:27,1st & M St NE,W00831,Registered
299344,01/02/2015 13:21,Florida Ave & R St NW,01/02/2015 13:26,7th & R St NW / Shaw Library,W00281,Registered
306664,01/02/2015 13:21,Gallaudet / 8th St & Florida Ave NE,01/02/2015 13:27,1st & M St NE,W21605,Registered
1117889,01/02/2015 13:21,M St & Pennsylvania Ave NW,01/02/2015 13:40,3000 Connecticut Ave NW / National Zoo,W00036,Registered
1302199,01/02/2015 13:22,13th & D St NE,01/02/2015 13:43,USDA / 12th & Independence Ave SW,W20206,Registered
343538,01/02/2015 13:22,Columbus Circle / Union Station,01/02/2015 13:28,13th & D St NE,W21592,Registered
552713,01/02/2015 13:22,New Hampshire Ave & T St NW,01/02/2015 13:31,M St & Pennsylvania Ave NW,W01041,Registered
550893,01/02/2015 13:22,New Hampshire Ave & T St NW,01/02/2015 13:31,M St & Pennsylvania Ave NW,W21961,Registered
208860,01/02/2015 13:22,9th & Upshur St NW,01/02/2015 13:26,Georgia Ave & Emerson St NW,W21003,Registered
364798,01/02/2015 13:22,4th & D St NW / Judiciary Square,01/02/2015 13:28,8th & H St NW,W20329,Registered
564611,01/02/2015 13:22,Jefferson Memorial,01/02/2015 13:32,USDA / 12th & Independence Ave SW,W21535,Registered
546590,01/02/2015 13:22,Jefferson Memorial,01/02/2015 13:31,USDA / 12th & Independence Ave SW,W20297,Registered
4047830,01/02/2015 13:23,18th & M St NW,01/02/2015 14:30,17th & K St NW,W01089,Registered
2325127,01/02/2015 13:24,Columbus Circle / Union Station,01/02/2015 14:03,Lincoln Memorial,W21224,Casual
641070,01/02/2015 13:23,8th & East Capitol St NE,01/02/2015 13:34,Maryland & Independence Ave SW,W21773,Registered
549235,01/02/2015 13:23,Wilson Blvd & N Uhle St,01/02/2015 13:32,N Quincy St & Wilson Blvd,W00416,Registered
870268,01/02/2015 13:23,Wisconsin Ave & O St NW,01/02/2015 13:38,14th & R St NW,W01243,Registered
2018343,01/02/2015 13:24,Massachusetts Ave & Dupont Circle NW,01/02/2015 13:58,Wisconsin Ave & Newark St NW,W20055,Casual
812922,01/02/2015 13:23,Bethesda Metro,01/02/2015 13:37,Fessenden St & Wisconsin Ave NW,W21595,Registered
210329,01/02/2015 13:24,Massachusetts Ave & Dupont Circle NW,01/02/2015 13:27,18th & R St NW,W20038,Registered
348972,01/02/2015 13:24,3rd & G St SE,01/02/2015 13:30,4th & East Capitol St NE,W00579,Registered
1342934,01/02/2015 13:24,14th St & Spring Rd NW,01/02/2015 13:46,M St & Pennsylvania Ave NW,W01165,Registered
546121,01/02/2015 13:24,15th & P St NW,01/02/2015 13:33,14th & D St NW / Ronald Reagan Building,W20807,Registered
1627105,01/02/2015 13:26,Lincoln Memorial,01/02/2015 13:54,Washington & Independence Ave SW/HHS,W01380,Casual
3285910,01/02/2015 13:25,Norfolk Ave & Fairmont St,01/02/2015 14:19,East West Hwy & Blair Mill Rd,W20332,Registered
746910,01/02/2015 13:25,8th & H St NW,01/02/2015 13:37,Florida Ave & R St NW,W20201,Registered
1670190,01/02/2015 13:26,Lincoln Memorial,01/02/2015 13:54,Washington & Independence Ave SW/HHS,W00551,Casual
156101,01/02/2015 13:26,8th & D St NW,01/02/2015 13:28,5th & F St NW,W21465,Registered
504338,01/02/2015 13:26,North Capitol St & F St NW,01/02/2015 13:35,8th & D St NW,W20468,Registered
364077,01/02/2015 13:27,13th & D St NE,01/02/2015 13:33,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01231,Registered
370495,01/02/2015 13:27,14th & V St NW,01/02/2015 13:33,18th St & Wyoming Ave NW,W01459,Registered
7898348,01/02/2015 13:29,6th & S Ball St,01/02/2015 15:41,Braddock Rd Metro,W21539,Casual
1068289,01/02/2015 13:27,14th & R St NW,01/02/2015 13:45,Eckington Pl & Q St NE,W00895,Registered
721064,01/02/2015 13:27,14th & Harvard St NW,01/02/2015 13:39,1st & Rhode Island Ave NW,W01249,Registered
631690,01/02/2015 13:28,10th & U St NW,01/02/2015 13:38,Columbia Rd & Georgia Ave NW,W00346,Registered
368734,01/02/2015 13:28,10th St & Constitution Ave NW,01/02/2015 13:34,Constitution Ave & 2nd St NW/DOL,W21083,Registered
1525971,01/02/2015 13:28,12th & U St NW,01/02/2015 13:54,13th & H St NE,W00904,Registered
464091,01/02/2015 13:28,14th & V St NW,01/02/2015 13:36,17th & Corcoran St NW,W01279,Registered
284190,01/02/2015 13:29,New Hampshire Ave & 24th St NW,01/02/2015 13:33,18th & M St NW,W20134,Registered
7855840,01/02/2015 13:30,6th & S Ball St,01/02/2015 15:41,Braddock Rd Metro,W20699,Casual
2877177,01/02/2015 13:30,8th & D St NW,01/02/2015 14:18,8th & D St NW,W20622,Casual
874741,01/02/2015 13:29,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,01/02/2015 13:44,N Pershing Dr & Wayne St,W00888,Registered
137405,01/02/2015 13:29,Ballenger Ave & Dulaney St,01/02/2015 13:32,Duke St & John Carlyle St,W20175,Registered
149938,01/02/2015 13:29,3000 Connecticut Ave NW / National Zoo,01/02/2015 13:32,Connecticut Ave & Newark St NW / Cleveland Park,W20698,Registered
1264194,01/02/2015 13:31,21st St & Constitution Ave NW,01/02/2015 13:52,M St & Pennsylvania Ave NW,W21161,Casual
649317,01/02/2015 13:30,5th & F St NW,01/02/2015 13:40,3rd & D St SE,W00450,Registered
4715544,01/02/2015 13:31,Jefferson Dr & 14th St SW,01/02/2015 14:50,Jefferson Dr & 14th St SW,W01467,Casual
1312457,01/02/2015 13:30,21st St & Constitution Ave NW,01/02/2015 13:52,M St & Pennsylvania Ave NW,W00370,Casual
538470,01/02/2015 13:30,Central Library / N Quincy St & 10th St N,01/02/2015 13:39,N Pershing Dr & Wayne St,W01274,Registered
267108,01/02/2015 13:30,17th St & Massachusetts Ave NW,01/02/2015 13:34,17th & K St NW,W20711,Registered
495377,01/02/2015 13:30,15th & East Capitol St NE,01/02/2015 13:38,1st & K St SE,W20156,Registered
1301165,01/02/2015 13:30,Lincoln Memorial,01/02/2015 13:52,Jefferson Dr & 14th St SW,W20598,Casual
2863414,01/02/2015 13:30,8th & D St NW,01/02/2015 14:18,8th & D St NW,W20433,Registered
4675154,01/02/2015 13:32,Jefferson Dr & 14th St SW,01/02/2015 14:50,Jefferson Dr & 14th St SW,W20018,Casual
1280095,01/02/2015 13:31,21st St & Constitution Ave NW,01/02/2015 13:52,M St & Pennsylvania Ave NW,W20457,Casual
379390,01/02/2015 13:31,4th & East Capitol St NE,01/02/2015 13:37,14th & D St SE,W21321,Registered
543405,01/02/2015 13:31,15th & P St NW,01/02/2015 13:40,14th & D St NW / Ronald Reagan Building,W00088,Registered
745521,01/02/2015 13:31,Park Rd & Holmead Pl NW,01/02/2015 13:43,Park Rd & Holmead Pl NW,W01105,Registered
1331394,01/02/2015 13:32,21st St & Constitution Ave NW,01/02/2015 13:54,25th St & Pennsylvania Ave NW,W20780,Casual
398497,01/02/2015 13:31,Pershing & N George Mason Dr,01/02/2015 13:38,N Quincy St & Wilson Blvd,W21523,Registered
394097,01/02/2015 13:31,Pershing & N George Mason Dr,01/02/2015 13:38,N Quincy St & Wilson Blvd,W00734,Registered
379773,01/02/2015 13:31,17th & K St NW / Farragut Square,01/02/2015 13:38,14th & R St NW,W01143,Registered
14912,01/02/2015 13:32,Georgetown Harbor / 30th St NW,01/02/2015 13:32,Georgetown Harbor / 30th St NW,W20285,Registered
870660,01/02/2015 13:32,Lincoln Memorial,01/02/2015 13:47,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W01440,Casual
885388,01/02/2015 13:32,15th & L St NW,01/02/2015 13:47,1st & H St NW,W21060,Registered
387503,01/02/2015 13:32,5th & K St NW,01/02/2015 13:39,6th St & Indiana Ave NW,W00219,Registered
1055720,01/02/2015 13:33,Georgetown Harbor / 30th St NW,01/02/2015 13:50,10th St & Constitution Ave NW,W21320,Registered
751484,01/02/2015 13:33,Columbus Circle / Union Station,01/02/2015 13:45,19th & East Capitol St SE,W00823,Casual
130678,01/02/2015 13:33,17th St & Massachusetts Ave NW,01/02/2015 13:35,15th & P St NW,W01076,Registered
763837,01/02/2015 13:33,Columbus Circle / Union Station,01/02/2015 13:46,19th & East Capitol St SE,W00245,Registered
1076661,01/02/2015 13:33,22nd & I St NW / Foggy Bottom,01/02/2015 13:51,Clarendon Blvd & Pierce St,W21097,Registered
529171,01/02/2015 13:33,Tenleytown / Wisconsin Ave & Albemarle St NW,01/02/2015 13:42,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,W21268,Registered
305629,01/02/2015 13:33,Eastern Market / 7th & North Carolina Ave SE,01/02/2015 13:38,Lincoln Park / 13th & East Capitol St NE ,W21602,Registered
549855,01/02/2015 13:34,Washington & Independence Ave SW/HHS,01/02/2015 13:43,1st & K St SE,W21840,Casual
796873,01/02/2015 13:33,Lincoln Memorial,01/02/2015 13:47,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00965,Registered
1304417,01/02/2015 13:34,Rhode Island Ave Metro,01/02/2015 13:55,Neal St & Trinidad Ave NE,W00011,Registered
4499450,01/02/2015 13:35,Jefferson Dr & 14th St SW,01/02/2015 14:50,Jefferson Dr & 14th St SW,W21427,Casual
467644,01/02/2015 13:34,Park Rd & Holmead Pl NW,01/02/2015 13:42,14th & V St NW,W00545,Registered
350995,01/02/2015 13:34,20th St & Florida Ave NW,01/02/2015 13:40,20th & L St NW,W21783,Registered
4506489,01/02/2015 13:35,Jefferson Dr & 14th St SW,01/02/2015 14:50,Jefferson Dr & 14th St SW,W21604,Casual
1013201,01/02/2015 13:34,Lincoln Memorial,01/02/2015 13:51,Maryland & Independence Ave SW,W20591,Registered
989002,01/02/2015 13:34,Lincoln Memorial,01/02/2015 13:51,Maryland & Independence Ave SW,W20587,Registered
165564,01/02/2015 13:34,22nd & I St NW / Foggy Bottom,01/02/2015 13:37,25th St & Pennsylvania Ave NW,W20058,Registered
571159,01/02/2015 13:35,Lincoln Park / 13th & East Capitol St NE ,01/02/2015 13:44,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20511,Registered
851336,01/02/2015 13:35,Georgia Ave and Fairmont St NW,01/02/2015 13:49,Thomas Circle,W20642,Registered
190427,01/02/2015 13:36,14th & Harvard St NW,01/02/2015 13:39,14th & V St NW,W20554,Registered
1300474,01/02/2015 13:36,4th & W St NE,01/02/2015 13:58,19th & L St NW,W00914,Registered
157520,01/02/2015 13:36,1st & K St SE,01/02/2015 13:39,M St & New Jersey Ave SE,W20502,Registered
248501,01/02/2015 13:37,7th & R St NW / Shaw Library,01/02/2015 13:41,Convention Center / 7th & M St NW,W21396,Registered
359578,01/02/2015 13:37,15th & P St NW,01/02/2015 13:43,21st & M St NW,W20898,Registered
77276,01/02/2015 13:37,23rd & E St NW ,01/02/2015 13:38,US Dept of State / Virginia Ave & 21st St NW,W20224,Registered
